names,scores_ko4_all,logfoldchanges_ko4_all,pvals_ko4_all,pvals_adj_ko4_all,scores_ko2_all,logfoldchanges_ko2_all,pvals_ko2_all,pvals_adj_ko2_all,scores_ko_all,scores_ko4_1der,logfoldchanges_ko4_1der,pvals_ko4_1der,pvals_adj_ko4_1der,scores_ko2_1der,logfoldchanges_ko2_1der,pvals_ko2_1der,pvals_adj_ko2_1der,scores_ko_1der,pvals_min
Glrx3,,,,,,,,,,-0.14507441,0.066249534,0.8846521260081924,1.0,0.34591043,0.06380266,0.7294100269725313,1.0,0.20083602,0.7294100269725313
Zfp945,,,,,,,,,,-0.13379084,0.49902093,0.893567970265917,1.0,0.3452088,1.5549282,0.7299374109492147,1.0,0.21141796,0.7299374109492147
Nagk,,,,,,,,,,-0.03408097,0.3019456,0.9728125822698055,1.0,0.3420514,1.1902416,0.7323122165080209,1.0,0.3079704,0.7323122165080209
Slamf8,-0.01624917,0.20381546,0.9870356078866864,1.0,0.34181687,1.3731946,0.7324887183317701,1.0,0.3255677,0.05319395,2.0223098,0.957577377069616,1.0,0.25083768,2.1844096,0.8019396021058144,1.0,0.30403164,0.7324887183317701
Mcee,,,,,,,,,,-0.034541525,0.10135245,0.9724453298517162,1.0,0.3392448,0.84075516,0.7344253097361766,1.0,0.3047033,0.7344253097361766
Pms2,,,,,,,,,,0.33666474,1.8559532,0.7363696531705225,1.0,0.3343333,0.81517476,0.7381280574701966,1.0,0.67099804,0.7363696531705225
Slc17a5,,,,,,,,,,0.052733395,0.71951944,0.9579443306862865,1.0,0.32679063,2.9154174,0.7438262406709405,1.0,0.37952402,0.7438262406709405
Xrcc4,,,,,,,,,,0.29797822,0.64353293,0.7657197844507214,1.0,0.32398406,0.117703445,0.7459501001813545,1.0,0.6219623,0.7459501001813545
Camk1,0.3144416,1.1538305,0.7531856638403329,1.0,0.2956524,0.0072039925,0.7674955558338551,1.0,0.61009395,0.17109568,0.9106031,0.8641485266368266,1.0,0.15418625,0.044351198,0.877462888861944,1.0,0.32528192,0.7531856638403329
Pparg,0.14060234,20.834463,0.8881841071031163,1.0,0.22020136,22.200184,0.825714339794135,1.0,0.3608037,0.19988029,21.911724,0.8415742042037201,1.0,0.30451345,23.234325,0.7607367512369215,1.0,0.50439376,0.7607367512369215
Il9r,,,,,,,,,,0.05941142,0.8403401,0.9526244147613693,1.0,0.29644454,1.2400136,0.7668906148145128,1.0,0.35585594,0.7668906148145128
Hspb11,,,,,,,,,,0.01750104,0.100278445,0.9860369036668489,1.0,0.28767398,0.9577415,0.7735963003821232,1.0,0.305175,0.7735963003821232
Alyref2,0.13778223,1.3750978,0.8904125316582531,1.0,-0.0526317,0.060804855,0.9580253592453961,1.0,0.08515053,0.26113394,2.5144706,0.7939892270297504,1.0,-0.08332021,0.11418331,0.9335969300943578,1.0,0.17781374,0.7939892270297504
Gprin3,,,,,,,,,,0.0875052,0.5231551,0.9302699547410732,1.0,0.25311804,0.48456126,0.8001770060989111,1.0,0.34062323,0.8001770060989111
Nr4a2,0.041361526,1.2547776,0.9670076842964317,1.0,0.18765488,3.4293537,0.851147201252366,1.0,0.22901641,0.09994014,21.341253,0.9203918440262037,1.0,0.22838509,23.339838,0.8193468845408132,1.0,0.32832524,0.8193468845408132
Tubb3,0.07030117,21.463844,0.9439539550917689,1.0,0.22020136,21.665815,0.825714339794135,1.0,0.29050252,0.09994014,22.541922,0.9203918440262037,1.0,0.22838509,22.288881,0.8193468845408132,1.0,0.32832524,0.8193468845408132
Brwd3,,,,,,,,,,-0.0626353,0.40868,0.9500569201799018,1.0,0.22452605,0.33810475,0.8223480052724053,1.0,0.16189075,0.8223480052724053
Rap1gap2,,,,,,,,,,0.15681852,0.36108887,0.8753878734874505,1.0,0.21873748,0.75649357,0.8268545508266668,1.0,0.375556,0.8268545508266668
Galk1,,,,,,,,,,0.21231525,0.3380959,0.8318611059285846,1.0,0.20873906,0.30993894,0.8346519501786709,1.0,0.4210543,0.8318611059285846
Ddc,0.025649518,1.0069121,0.9795368895693571,1.0,0.2009574,2.555179,0.840731885219089,1.0,0.22660692,0.15336438,2.7711558,0.878110939938105,1.0,0.17558639,3.249932,0.860618902069467,1.0,0.32895076,0.840731885219089
Ffar4,0.14060234,21.62382,0.8881841071031163,1.0,0.11010068,21.220198,0.9123295300454994,1.0,0.250703,0.19988029,22.702168,0.8415742042037201,1.0,0.15225673,22.252556,0.8789844573492523,1.0,0.35213703,0.8415742042037201
Rhebl1,,,,,,,,,,0.16625987,1.1233135,0.8679524422993254,1.0,0.18909302,0.28236565,0.8500199071044395,1.0,0.35535288,0.8500199071044395
Tdrkh,-0.019807873,0.017578857,0.9841966368304819,1.0,0.069825076,0.20932773,0.9443328911885184,1.0,0.0500172,0.05319395,2.743496,0.957577377069616,1.0,0.17558639,2.5605884,0.860618902069467,1.0,0.22878033,0.860618902069467
Ebi3,,,,,,,,,,0.05319395,1.4117522,0.957577377069616,1.0,0.17523555,2.4035149,0.8608945440750932,1.0,0.2284295,0.8608945440750932
Mzt2,,,,,,,,,,0.15244326,1.2750118,0.8788373359930789,1.0,0.17453392,0.90413934,0.8614458788915207,1.0,0.3269772,0.8614458788915207
Nrn1,,,,,,,,,,0.15336438,2.7446508,0.878110939938105,1.0,0.022978837,1.1374788,0.9816671540026138,1.0,0.17634322,0.878110939938105
Mgl2,,,,,,,,,,0.09994014,21.56476,0.9203918440262037,1.0,0.15225673,21.480062,0.8789844573492523,1.0,0.25219688,0.8789844573492523
Tbc1d4,,,,,,,,,,-0.10385485,0.10720055,0.9172845360727786,1.0,0.1422583,0.19860563,0.8868759855006633,1.0,0.03840345,0.8868759855006633
Pla2g4f,,,,,,,,,,-0.07921523,0.7175712,0.9368614301649785,1.0,0.13927631,0.514788,0.8892318087851915,1.0,0.060061082,0.8892318087851915
Dag1,0.04794177,0.7252423,0.961762650929736,1.0,0.01677274,0.13040338,0.9866179175896802,1.0,0.064714506,0.020264361,1.1083933,0.9838324854363119,1.0,0.13787302,0.74761534,0.8903407713860687,1.0,0.15813738,0.8903407713860687
Tmem158,,,,,,,,,,0.0064477515,0.58719957,0.9948554743908476,1.0,0.12208603,1.0235618,0.9028308811808415,1.0,0.12853378,0.9028308811808415
Prkcz,0.11159555,1.6846298,0.9111441037898167,1.0,0.07734389,1.4621261,0.9383499791515614,1.0,0.18893944,0.09994014,21.452099,0.9203918440262037,1.0,0.07612836,21.398392,0.9393169766064076,1.0,0.17606851,0.9111441037898167
Cenpu,0.03874286,1.3486483,0.9690954032954661,1.0,0.024712186,0.33862317,0.9802845344853359,1.0,0.063455045,0.10684845,2.4628472,0.9149092091434357,1.0,0.046308495,0.87743956,0.9630643675602798,1.0,0.15315694,0.9149092091434357
Pira2,,,,,,,,,,0.09994014,22.822887,0.9203918440262037,1.0,0.07612836,20.90643,0.9393169766064076,1.0,0.17606851,0.9203918440262037
Kbtbd3,,,,,,,,,,0.09994014,22.09756,0.9203918440262037,1.0,0.07612836,20.424732,0.9393169766064076,1.0,0.17606851,0.9203918440262037
Chac1,0.07030117,21.061008,0.9439539550917689,1.0,0.05505034,20.34194,0.9560983596331667,1.0,0.1253515,0.09994014,22.138523,0.9203918440262037,1.0,0.07612836,21.37346,0.9393169766064076,1.0,0.17606851,0.9203918440262037
Spats2,,,,,,,,,,-0.040298447,0.0769018,0.967855192729569,1.0,0.06788404,0.06260938,0.9458779392073816,1.0,0.027585596,0.9458779392073816
Ncr1,,,,,,,,,,0.052733395,0.0038043845,0.9579443306862865,1.0,0.022628015,0.30800718,0.9819469966436073,1.0,0.07536141,0.9579443306862865
Rbl1,,,,,,,,,,0.012665226,0.3809076,0.9898948819778072,1.0,-0.024031304,0.10901962,0.9808276397529463,1.0,-0.011366078,0.9808276397529463
