names,scores_ko4_all,logfoldchanges_ko4_all,pvals_ko4_all,pvals_adj_ko4_all,scores_ko2_all,logfoldchanges_ko2_all,pvals_ko2_all,pvals_adj_ko2_all,scores_ko_all,scores_ko4_1der,logfoldchanges_ko4_1der,pvals_ko4_1der,pvals_adj_ko4_1der,scores_ko2_1der,logfoldchanges_ko2_1der,pvals_ko2_1der,pvals_adj_ko2_1der,scores_ko_1der,pvals_max
Cd79b,-8.644351,-2.2287188,5.411179789384699e-18,2.2900112868676046e-15,-7.964558,-2.4549472,1.6581554551920412e-15,5.012367061694799e-13,-16.60891,-6.5922055,-2.9754567,4.333404144312249e-11,1.3099261670521028e-08,-5.827548,-2.6641316,5.62476919068866e-09,2.380402321499441e-06,-12.419754,5.411179789384699e-18
Syk,-6.287011,-1.8791646,3.236363036425324e-10,3.424072092537993e-08,-4.4167233,-1.4084117,1.0020832085123979e-05,0.001767006724343528,-10.703734,-4.9209237,-2.4061978,8.613679068861869e-07,7.594393712379881e-05,-3.6091063,-1.6915522,0.00030725357738796015,0.054179047479410304,-8.53003,3.236363036425324e-10
Spn,,,,,,,,,,-4.9841895,-1.7854645,6.222200989002148e-07,5.724424909881976e-05,-0.92220455,-0.0864976,0.3564218862631934,1.0,-5.906394,6.222200989002148e-07
Cst3,-4.590888,-0.9078474,4.4136403194924105e-06,0.000155654381934099,0.17760794,-0.06456357,0.8590308868869904,1.0,-4.41328,-4.159093,-1.3746319,3.195136361283064e-05,0.0014085226125989507,-1.179122,-0.47858903,0.23834963222829775,1.0,-5.338215,4.4136403194924105e-06
Stat4,-4.5255256,-0.9432119,6.02455917734322e-06,0.00020561237450416537,-1.3504381,-0.24636643,0.17687548819145948,1.0,-5.8759637,-4.383161,-1.3593382,1.1696966782192486e-05,0.0006689400462464675,-1.905726,-0.5575294,0.05668577617929298,1.0,-6.288887,6.02455917734322e-06
Ptms,-3.8902223,-0.7619053,0.00010015246885972151,0.0021624757561956197,0.8102011,-0.01707466,0.417824605972545,1.0,-3.0800211,-4.240812,-1.2563545,2.2271267367451266e-05,0.0010472444833228196,-0.8369742,-0.33999747,0.40260706129241997,1.0,-5.077786,2.2271267367451266e-05
Plec,-4.183363,-0.81106424,2.8722824415632272e-05,0.0007597187057934736,-1.9339188,-0.49293587,0.05312310905110475,1.0,-6.117282,-3.1283815,-1.0789756,0.0017577193136829325,0.03381212788866441,-2.2613633,-0.9552742,0.023736769198610442,1.0,-5.3897448,2.8722824415632272e-05
Lyst,-4.1416035,-0.9260352,3.448860009599145e-05,0.0008792515397966014,-0.042471465,-0.13791367,0.9661228593305744,1.0,-4.184075,-3.3287244,-1.4387062,0.0008724470829854651,0.020742674467384765,-1.0264431,-0.35420695,0.30468276894675617,1.0,-4.3551674,3.448860009599145e-05
Stap1,-4.0658426,-1.1517992,4.785923486518499e-05,0.0011252237886081272,-3.0994902,-1.1689998,0.0019385395762856687,0.1414465428765681,-7.165333,-3.3854003,-1.6182371,0.0007107452155356896,0.017864071897809693,-2.7261446,-1.6584119,0.006407892111525966,0.6480744661411029,-6.1115446,4.785923486518499e-05
Rab8b,-3.8010917,-0.45899805,0.00014406004589505257,0.0028757646897540684,-0.23675911,-0.041680768,0.812843676122967,1.0,-4.037851,-3.8012438,-0.9844702,0.00014397160324440214,0.005163456143477203,-1.1895458,-0.31991532,0.23422497036715906,1.0,-4.9907894,0.00014397160324440214
Atp8b2,-3.7457976,-1.6264485,0.00017982155657812285,0.0034242503446260757,-0.43552557,-0.21148075,0.6631809886922455,1.0,-4.181323,-2.9418778,-2.4162636,0.0032622848789978886,0.052694616824118565,-1.2030355,-0.532073,0.2289625961158297,1.0,-4.144913,0.00017982155657812285
Cd4,-3.5774398,-0.50692624,0.0003469762363253809,0.0059209815811653715,-0.7490422,-0.18882199,0.4538317766495136,1.0,-4.326482,-2.7975519,-0.6878604,0.005149148793647782,0.07361891113080207,-0.8890935,-0.3486295,0.373952837485406,1.0,-3.6866455,0.0003469762363253809
Dnase1l3,-3.4071012,-1.9365101,0.000656567919122552,0.009783786738474085,-0.9183103,-0.53417325,0.3584564463089396,1.0,-4.3254113,-2.3751183,-2.0787284,0.017543326564907546,0.16528005221211814,-0.8296162,-0.73692834,0.40675581390046667,1.0,-3.2047343,0.000656567919122552
Iglc3,-2.9966052,-2.5934463,0.0027300416553168324,0.029028985641459386,-3.4055936,-4.7383804,0.0006602035888211134,0.07197297983711402,-6.402199,-2.3784134,-4.3252354,0.017387319876622297,0.16498461371718737,-2.5470996,-5.25894,0.010862243954446573,0.884019546446498,-4.9255133,0.0006602035888211134
Cxcr5,-3.2592103,-2.6155734,0.0011172281488938546,0.014503403454352123,-1.7834926,-1.7777576,0.0745061480600227,1.0,-5.0427027,-2.6446586,-3.6806424,0.008177336537584288,0.10238605984336305,-1.8640305,-1.8838891,0.062317422899902386,1.0,-4.508689,0.0011172281488938546
Ccr6,-3.2245483,-2.3058095,0.0012617152983913646,0.016116268333542166,-2.7076716,-1.9867429,0.006775701454715368,0.4344661902478097,-5.93222,-2.4377255,-2.8532116,0.0147799938651078,0.1493702195101225,-2.2625897,-2.5190973,0.023660997402250524,1.0,-4.7003155,0.0012617152983913646
Gramd1a,,,,,,,,,,-3.2008739,-0.8075914,0.0013701147272822815,0.02813266730650058,-1.5028746,-0.2790448,0.13287138882787988,1.0,-4.7037487,0.0013701147272822815
App,-3.0020518,-0.8851648,0.0026816644032092935,0.028658595339347802,-0.26656637,-0.11492998,0.7898030635422847,1.0,-3.268618,-3.1639686,-1.2311276,0.001556335674194796,0.03077762884669335,-0.971258,-0.48076558,0.331419822186965,1.0,-4.1352267,0.001556335674194796
Phf11b,-3.0792985,-1.3944652,0.0020748869927835977,0.023861200417011376,-0.7394668,-0.3018314,0.45962358911378953,1.0,-3.8187652,-2.4126825,-1.6971781,0.015835602981550886,0.15513025883778553,-0.98658717,-0.6870105,0.32384505283786513,1.0,-3.3992696,0.0020748869927835977
Sh2d1a,-3.0548701,-1.3896514,0.0022515804337729624,0.025510120695922265,-0.8769199,-0.3838177,0.38053014190213497,1.0,-3.93179,-3.0782957,-2.184018,0.002081882478400707,0.03864266073943768,-2.030199,-1.0552965,0.042336315854521106,1.0,-5.1084948,0.002081882478400707
Nabp1,-3.0320923,-1.3207868,0.002428649780768022,0.02648980894899554,-0.63444644,-0.20204277,0.5257894990921494,1.0,-3.6665387,-2.63016,-1.689662,0.008534465626640697,0.10398832903994414,-1.8045532,-0.6941403,0.07114462710415384,1.0,-4.4347134,0.002428649780768022
Cd72,-2.8665404,-1.9382434,0.004149852763622711,0.03973343189061383,-2.1351564,-1.9512253,0.032748241336403555,1.0,-5.0016966,-2.3678691,-2.773979,0.01789086703112575,0.16677125391128672,-2.2159889,-2.9603589,0.026692263924601726,1.0,-4.583858,0.004149852763622711
Lat,-2.7439032,-0.5593466,0.0060713442029437905,0.05375298884279942,-0.037374888,-0.0377658,0.9701860946176151,1.0,-2.7812781,-2.7276955,-0.9632687,0.006377844868621851,0.08595872447136202,-1.1196446,-0.45405564,0.26286522938243506,1.0,-3.84734,0.0060713442029437905
Zbp1,-2.6696277,-1.2065766,0.007593540386062446,0.06344637893157905,-0.8417072,-0.4219572,0.3999518651423508,1.0,-3.511335,-2.10426,-1.5965806,0.03535578071718108,0.26623783629023196,-0.799571,-0.7270177,0.4239594109385333,1.0,-2.903831,0.007593540386062446
Clec2d,-2.358826,-0.36896196,0.018332858684137594,0.11972941041862702,-0.765413,-0.43085852,0.4440256487564338,1.0,-3.124239,-2.6690426,-1.0563309,0.007606782785921523,0.09791903976785836,-1.1785088,-0.7526086,0.23859384618046686,1.0,-3.8475513,0.007606782785921523
Csf1r,-2.5540879,-1.915522,0.010646636568411978,0.08011504310386541,-2.170987,-2.1558888,0.029932168822234935,1.0,-4.725075,-2.6657474,-4.8298635,0.007681739414680759,0.09791903976785836,-2.219668,-2.6574726,0.026441320428278434,1.0,-4.885415,0.007681739414680759
Zfp26,-2.6610446,-0.8695106,0.00778986155124932,0.06370469118549257,-1.4783158,-0.81024116,0.13932325870310108,1.0,-4.1393604,-2.4298172,-1.7706405,0.015106439969360213,0.1493702195101225,-1.1576611,-1.3983529,0.2470023887982984,1.0,-3.5874782,0.00778986155124932
Hist1h1b,,,,,,,,,,-2.6354322,-1.3512049,0.008403018163167858,0.10337666530966969,-0.92097825,-0.2827201,0.3570617973949197,1.0,-3.5564106,0.008403018163167858
Fabp5,,,,,,,,,,-2.6163206,-0.44939092,0.00888830431095168,0.10468881787848991,-0.43841508,-0.0581703,0.6610854272601383,1.0,-3.0547357,0.00888830431095168
Prkch,,,,,,,,,,-2.5853467,-0.45032573,0.009728115488732201,0.11310270535251284,-0.08339084,-0.022884198,0.9335407736310644,1.0,-2.6687376,0.009728115488732201
Tnfrsf1b,,,,,,,,,,-2.5576677,-1.171669,0.010537675746873622,0.11923915444055927,-1.1147393,-0.26543346,0.2649621608292225,1.0,-3.6724072,0.010537675746873622
Ndufa8,-2.5006096,-0.8835752,0.01239797819378075,0.08917818336140043,-0.48958015,-0.4756662,0.624431023360255,1.0,-2.9901898,-2.5220804,-1.656641,0.011666304288031445,0.1306132268437806,-1.6064999,-1.2261293,0.1081641035801666,1.0,-4.12858,0.011666304288031445
Setdb2,-2.5220668,-1.2044281,0.011666750935877867,0.0848345188327064,-1.3436427,-0.9110191,0.17906395725926028,1.0,-3.8657095,-1.9243467,-1.2926447,0.054311143080985516,0.34772557909709817,-1.2214305,-1.2269406,0.22192306334594336,1.0,-3.1457772,0.011666750935877867
Eloa,-2.487735,-0.7604732,0.012855944208034068,0.09128583202751707,-1.1722124,-0.3407503,0.24111178425023716,1.0,-3.6599474,-2.2723107,-1.5338206,0.023067748742817352,0.19923002587674088,-1.5893313,-0.9809509,0.111985625089931,1.0,-3.861642,0.012855944208034068
Ifnar1,-2.3979442,-0.4617724,0.016487373972308383,0.11110599785160681,0.1766813,-0.00028086436,0.8597587365936765,1.0,-2.221263,-2.4034562,-1.331869,0.016240908831023738,0.15764111507544143,-0.13428378,-0.2332424,0.8931781824437564,1.0,-2.53774,0.016240908831023738
Usf3,-2.3292806,-0.87091094,0.0198442023793451,0.12763018916320434,-1.529436,-0.8648618,0.1261563828687345,1.0,-3.8587165,-1.9829997,-1.2165521,0.04736746165631104,0.3232845236656818,-1.281521,-1.2078456,0.20001074230688953,1.0,-3.2645206,0.0198442023793451
Katna1,-1.6358773,-0.7694568,0.10186526766082117,0.3984231171354854,-1.0506668,-0.785235,0.2934116454326895,1.0,-2.686544,-2.2123396,-2.0290942,0.026943204766752493,0.2201228621098389,-1.6340926,-1.7171574,0.10223942580586387,1.0,-3.8464322,0.026943204766752493
Plcb2,-1.6297702,-0.48015228,0.10315007197634514,0.4001040903251558,-0.14841846,-0.21327372,0.8820125301873871,1.0,-1.7781886,-2.2031133,-1.3532724,0.027586761222427272,0.22451379517944658,-1.4617923,-1.1925018,0.14379812639792366,1.0,-3.6649055,0.027586761222427272
Calcrl,-2.2011967,-1.0302013,0.027722106744718644,0.16712244407927251,-0.916457,-0.6270251,0.3594272609129985,1.0,-3.1176536,-1.904576,-1.8354818,0.056835209437672035,0.36006976997040124,-0.79466563,-0.9775257,0.42680803071447704,1.0,-2.6992416,0.027722106744718644
Myl6,-2.15234,-1.1694098,0.03137059843757616,0.18186352409290726,-1.1669614,-0.27145156,0.2432259581668862,1.0,-3.3193014,-1.9283009,-1.7248429,0.05381772024980963,0.3471899269774304,-1.2477968,-1.0371085,0.21210550828170727,1.0,-3.1760976,0.03137059843757616
Nbeal2,-2.1348438,-0.89171594,0.03277376935541868,0.18793847142565293,0.205253,-0.3994903,0.8373744594320942,1.0,-1.9295908,-1.7246628,-1.075737,0.08458826579234154,0.46490589718596026,-0.37035343,-0.6603465,0.711119171061831,1.0,-2.0950162,0.03277376935541868
Gpr68,-2.126426,-1.6158141,0.03346781068586254,0.19060510093755637,-0.47629815,-1.1022364,0.6338619703798315,1.0,-2.602724,-1.8419688,-1.7897216,0.06547971000586815,0.39474377883879486,-0.730283,-1.4215367,0.4652172189537638,1.0,-2.5722518,0.03346781068586254
Kdm6b,-2.1130564,-0.27603418,0.03459594653226154,0.19521339429937445,-0.741629,-0.5739047,0.4583121545543012,1.0,-2.8546853,-1.6903936,-0.4517808,0.09095268373159276,0.48477551328979923,-1.0779492,-1.0029066,0.28105642264578246,1.0,-2.7683427,0.03459594653226154
Exosc3,-2.1008422,-1.5509717,0.03565482634729966,0.1995915675949367,-1.1465751,-1.0446532,0.2515572736187406,1.0,-3.2474174,-1.6785312,-2.9363086,0.09324345223133425,0.49449409754762724,-1.029509,-1.7037265,0.30324057895500733,1.0,-2.7080402,0.03565482634729966
Egr1,,,,,,,,,,-2.0871253,-1.1633893,0.03687680778891202,0.27364737911572024,-0.39855915,-0.44588318,0.6902180659493347,1.0,-2.4856844,0.03687680778891202
Snapc3,-1.9430479,-0.34640414,0.05201037163765073,0.26382550436349755,-1.2069618,-0.7980979,0.22744685671428966,1.0,-3.1500096,-2.0844893,-0.64307666,0.03711568894433445,0.27364737911572024,-1.7082858,-1.1209106,0.08758331814492251,1.0,-3.7927752,0.03711568894433445
Akip1,-2.0605683,-2.2527964,0.03934424442979496,0.21418803005224088,-0.49884665,-0.38410363,0.6178874173704514,1.0,-2.5594149,-1.3615412,-2.6637306,0.1733427295705976,0.681771776526737,-0.34950572,-0.913718,0.7267096798460825,1.0,-1.7110469,0.03934424442979496
Ap1ar,,,,,,,,,,-2.048902,-1.5078901,0.04047169912980505,0.28834382275645615,-0.16862118,-0.063760825,0.8660946206114231,1.0,-2.217523,0.04047169912980505
Il6ra,-2.044888,-0.7836749,0.04086591095550065,0.22115669458270942,-0.10347593,-0.024298884,0.9175852508705274,1.0,-2.148364,-1.8248342,-1.262373,0.06802604837990822,0.4020757496421391,-0.49543968,-0.22597396,0.6202897892724919,1.0,-2.3202739,0.04086591095550065
Trib2,,,,,,,,,,-2.0278132,-0.6419141,0.04257930996817652,0.2993283052912343,-0.42185953,-0.28338316,0.6731275498067049,1.0,-2.4496727,0.04257930996817652
Rgs3,-1.474947,-0.33952004,0.1402267950563957,0.48229822089708624,-0.12725995,-0.06731851,0.898734656603021,1.0,-1.602207,-2.023859,-0.8334819,0.04298464832874845,0.30117720484646265,-1.438492,-0.594405,0.1502945200439351,1.0,-3.4623508,0.04298464832874845
Prim2,-2.0209546,-1.8659663,0.04328445726917386,0.2299113780937624,-1.1746835,-0.5289457,0.2401213692726235,1.0,-3.1956382,-1.4531454,-2.5945246,0.14618340119139545,0.6302825511452218,-0.8510771,-0.56255925,0.39472653736107066,1.0,-2.3042226,0.04328445726917386
Nfkbiz,-2.015673,-1.5971688,0.04383419546687,0.23130463243864569,-0.2267204,-0.07566663,0.8206411639921707,1.0,-2.2423933,-1.9764094,-2.3011434,0.04810841826120167,0.3252020576123102,-0.2906416,-0.25832754,0.7713254437073163,1.0,-2.267051,0.04383419546687
Map1s,,,,,,,,,,-2.0133147,-1.6423835,0.04408152625104808,0.30683062351058465,-1.3587801,-0.72361887,0.1742162748981111,1.0,-3.3720949,0.04408152625104808
Ing4,-1.9968563,-0.25826776,0.045840785616828895,0.24009678803269788,-1.3459593,-0.68965787,0.1783156372067043,1.0,-3.3428156,-1.4643488,-0.5869935,0.14309868602650236,0.6302825511452218,-0.87805647,-1.000974,0.37991307587358136,1.0,-2.3424053,0.045840785616828895
Txndc16,-1.9770496,-0.6879478,0.04803602583697351,0.24851890139617588,-1.5644943,-1.5443838,0.11770152897724576,1.0,-3.541544,-1.3463837,-0.9312556,0.17817882001343444,0.6917915287127105,-1.1723771,-2.047809,0.24104570117342483,1.0,-2.5187607,0.04803602583697351
Chd7,,,,,,,,,,-1.9671831,-2.7377398,0.049162098215044615,0.3271289302611145,-0.5604355,-0.33183604,0.5751824350045394,1.0,-2.5276186,0.049162098215044615
Nfe2l2,-1.9410672,-0.91235083,0.052250125121682756,0.26382550436349755,-0.6075736,-0.4802678,0.5434703124240486,1.0,-2.5486407,-1.9375272,-2.3389773,0.05268093949609048,0.3408956207147628,-0.96635264,-1.1555669,0.33386774984057044,1.0,-2.90388,0.052250125121682756
Tnfrsf1a,-1.9106967,-0.79699105,0.05604355947466273,0.275786446159038,-1.2588542,-0.79506636,0.20808299753019832,1.0,-3.169551,-1.2725731,-1.28475,0.20316957068100538,0.7450724637105848,-0.94795763,-1.1672534,0.34315103448809225,1.0,-2.2205307,0.05604355947466273
Arid3b,-1.9035994,-2.1535192,0.05696238542545473,0.27771446642027803,-0.041853696,-0.57986003,0.966615327957415,1.0,-1.945453,-1.759591,-3.0369112,0.07847718349109956,0.44290289827079954,-0.6309498,-1.1000987,0.5280733525169095,1.0,-2.3905408,0.05696238542545473
Trafd1,-1.5781075,-0.55972064,0.11454092645281129,0.42224494838701865,-0.7661852,-0.3853419,0.44356610277087793,1.0,-2.3442926,-1.8933727,-1.1213238,0.058308335667946756,0.36720368533742664,-1.1122866,-0.8964569,0.26601493745691174,1.0,-3.005659,0.058308335667946756
Jun,-1.8623352,-0.6429584,0.06255586361945266,0.29745664588485804,-1.5353048,-1.2374774,0.1247089689019551,1.0,-3.39764,-1.6126289,-1.2094514,0.10682516046993226,0.5269045211057731,-1.3796278,-1.3833863,0.16770126449067468,1.0,-2.9922566,0.06255586361945266
Pus1,-1.844344,-1.443605,0.06513302768729447,0.30695208593834095,-0.6620915,-0.4635608,0.50791257046398,1.0,-2.5064354,-1.267301,-2.4902399,0.2050477142170546,0.7469145287859033,-0.56288815,-0.6582297,0.5735110470443335,1.0,-1.8301891,0.06513302768729447
Atpif1,,,,,,,,,,-1.8221982,-1.4119809,0.06842492662766093,0.4033068098722299,-0.58067,-0.61175793,0.5614628683380878,1.0,-2.4028683,0.06842492662766093
Alcam,-1.7099878,-0.8098993,0.08726813197364866,0.36638763344492176,-0.19058104,-0.34119925,0.8488538427724847,1.0,-1.9005688,-1.818244,-1.7148474,0.06902684716200021,0.40572446831886794,-1.3195374,-1.3695693,0.1869895245608203,1.0,-3.1377814,0.06902684716200021
Tnfrsf26,-1.6621213,-0.7659585,0.09648844941620226,0.38595379766480903,0.4115871,-0.06814911,0.6806420880844974,1.0,-1.2505342,-1.7997913,-1.0555282,0.0718935880774971,0.41908218284293075,-0.49237385,-0.2261406,0.6224550870116863,1.0,-2.2921653,0.0718935880774971
Dpf2,-1.722202,-1.0137184,0.08503293580382462,0.36203157376437206,-0.46764943,-0.7165344,0.6400353078346044,1.0,-2.1898513,-1.7978142,-2.2336493,0.07220644115380809,0.4197495315424668,-0.96389997,-1.0430448,0.335096075696257,1.0,-2.7617142,0.07220644115380809
Cyth4,-1.7670975,-0.49563885,0.07721191537491023,0.34251658895872134,-0.5735964,-0.21927844,0.5662409268722435,1.0,-2.340694,-1.4979589,-0.7819076,0.1341439276867539,0.6130638250219681,-0.8443322,-0.6192764,0.39848378002068574,1.0,-2.342291,0.07721191537491023
Gstp3,,,,,,,,,,-1.7655221,-3.027813,0.07747604646391541,0.4418849442524124,-0.17168702,-0.18909104,0.8636835918506194,1.0,-1.9372091,0.07747604646391541
Gimap5,-1.5647379,-1.3412458,0.11764438812155292,0.4314307196970641,-0.72911924,-0.956808,0.4659287433153254,1.0,-2.293857,-1.7523417,-2.0809808,0.07971506627204285,0.4450582591863923,-1.7058332,-2.6753564,0.0880391464688154,1.0,-3.458175,0.07971506627204285
Timm44,-1.3504943,-0.2937777,0.17685750855875648,0.5552381129233364,-0.43429002,-0.3717626,0.664077843825797,1.0,-1.7847843,-1.7378433,-1.5695275,0.08223844321044332,0.4543512946039114,-0.8829618,-0.7888371,0.3772569055714008,1.0,-2.620805,0.08223844321044332
Zfp131,-1.7375523,-0.9581663,0.08228973815443513,0.356267281680282,-0.78533596,-0.8682905,0.4322566014348125,1.0,-2.5228882,-1.4294205,-1.1432834,0.1528834010033414,0.6405965871743969,-0.8817355,-1.0501133,0.3779198724863212,1.0,-2.311156,0.08228973815443513
Hhex,-1.7185707,-2.8999603,0.08569256432826537,0.36209443559915105,-1.6642636,-2.4064965,0.09605975567722275,1.0,-3.3828344,-1.2778453,-3.5827215,0.20130398585076614,0.7433843526356391,-1.3232164,-3.2170506,0.18576343036012855,1.0,-2.6010618,0.08569256432826537
Capns1,-1.7179105,-0.8233474,0.08581293993336234,0.36209443559915105,-0.22888258,-0.3667429,0.8189601782721808,1.0,-1.9467931,-1.6864394,-1.1459576,0.0917111909846331,0.48759015106402925,-1.1975169,-1.5552993,0.23110512285064588,1.0,-2.8839564,0.08581293993336234
Rnpepl1,,,,,,,,,,-1.7101643,-0.12023436,0.0872355029143552,0.4696954813403959,-1.2103934,-0.75014734,0.22612794186525487,1.0,-2.9205577,0.0872355029143552
Rbpms,-1.6769764,-2.2198136,0.09354708957930374,0.3792062098655301,-0.5887317,-0.6737747,0.5560412576464729,1.0,-2.2657082,-1.4860965,-4.7124624,0.13725359943226648,0.6205739666638374,-0.97984236,-1.5648988,0.3271639474400039,1.0,-2.4659388,0.09354708957930374
Hes6,-1.6758211,-1.8156792,0.09377325163451215,0.3793255649647309,-0.2982269,-0.31833336,0.7655299914715468,1.0,-1.9740479,-1.3687904,-3.8494213,0.1710647933152214,0.6786691476474004,-0.46110228,-0.5805487,0.6447252269043382,1.0,-1.8298926,0.09377325163451215
Dyrk2,-1.6690537,-0.7561681,0.0951067352041486,0.3825966762204913,-1.3118277,-0.50286454,0.1895782751453582,1.0,-2.9808812,-1.2185333,-0.9232082,0.22302140754167132,0.768588433808105,-1.0730438,-0.6491518,0.2832514346188909,1.0,-2.291577,0.0951067352041486
Alad,-1.6647623,-0.6406002,0.09596020036183243,0.3845677726621921,-1.1033314,-0.5926792,0.2698832649036693,1.0,-2.7680936,-1.3378164,-1.3359668,0.1809563086482241,0.7008380997352965,-1.0196983,-1.2840244,0.30787158835462725,1.0,-2.3575146,0.09596020036183243
Tmco4,-1.632081,-1.3808128,0.1026624227025844,0.40000324189322994,0.22332267,-0.4935672,0.8232843754098763,1.0,-1.4087584,-1.6587604,-2.4029186,0.09716406735392279,0.5039195257865211,-0.4586496,-1.0368441,0.646485807127031,1.0,-2.11741,0.09716406735392279
Ptch1,,,,,,,,,,-1.6363537,-1.5522093,0.1017655831103648,0.5104490999132386,-0.72599083,-0.50847423,0.46784439707772174,1.0,-2.3623445,0.1017655831103648
Otud1,-1.6343918,-1.6892426,0.10217660908650035,0.3989035144410235,-1.2874259,-1.5226009,0.19794587575558642,1.0,-2.9218178,-1.471598,-4.028411,0.14112946813659785,0.6300210012173861,-1.1441714,-1.8837271,0.2525525838818121,1.0,-2.6157694,0.10217660908650035
H2-DMb1,-1.5960987,-1.3740764,0.11046677306601965,0.4115276264220028,-1.5450346,-1.8336335,0.12233788143231505,1.0,-3.1411333,-0.5885074,-2.4977572,0.5561917735335224,1.0,-0.6254313,-2.2883584,0.5316880361538194,1.0,-1.2139387,0.11046677306601965
Necap1,-1.2455181,-1.4471086,0.2129413556685259,0.6122486533819448,-1.4293579,-2.0206547,0.15290141262699872,1.0,-2.674876,-1.5546349,-2.795117,0.12003305430230629,0.5682101630954812,-1.5292408,-2.5108314,0.12620475895563513,1.0,-3.0838757,0.12003305430230629
Galnt6,-1.3100553,-0.5784969,0.19017712419037536,0.5778613218275427,0.5746775,-0.056586545,0.5655094111342697,1.0,-0.7353777,-1.5500218,-1.6315047,0.121136305433322,0.5703539672708883,-0.649958,-1.1213233,0.5157193520773782,1.0,-2.1999798,0.121136305433322
Mettl23,-1.5472418,-0.10604505,0.12180493967507625,0.44209134194247224,-1.117849,-0.80371666,0.26363151425586107,1.0,-2.6650908,-1.2488483,-1.3280389,0.21172057379803078,0.750988857905799,-0.6726452,-1.0993435,0.501173030589698,1.0,-1.9214935,0.12180493967507625
Ifitm1,-1.5254544,-2.6607552,0.12714581055719248,0.4536939884300494,-0.5822452,-0.5590364,0.5604015542459034,1.0,-2.1076996,-1.0801384,-4.601246,0.2800805419929808,0.8469197136455348,-0.45619693,-0.91810995,0.6482483689695635,1.0,-1.5363353,0.12714581055719248
Vps37b,,,,,,,,,,-1.1631753,-0.045808442,0.24475838381047543,0.8002799199681696,-1.5120721,-1.3281152,0.13051552149453724,1.0,-2.6752474,0.13051552149453724
Mylip,-1.0132833,-0.9653223,0.31092486102173433,0.7229857207933954,-0.63305646,-0.77453566,0.5266967593201408,1.0,-1.6463397,-1.4953228,-1.8418636,0.1348302138043447,0.6148722681249857,-1.4562738,-1.6602169,0.14531693992750225,1.0,-2.9515967,0.1348302138043447
Otud7b,,,,,,,,,,-1.4768702,-2.5035903,0.1397104411889046,0.6292479228133565,-0.51138204,-0.24517357,0.6090835624879228,1.0,-1.9882522,0.1397104411889046
Rasa4,-1.0593342,-0.86979324,0.2894476360760614,0.7036524185476901,-0.28324607,-0.44885302,0.776988224826598,1.0,-1.3425802,-1.441283,-1.352131,0.1495047645046408,0.6365233032028571,-0.71740645,-0.5884149,0.47312332797123513,1.0,-2.1586895,0.1495047645046408
Eef1akmt2,,,,,,,,,,-1.4320567,-0.4486004,0.15212761742678793,0.6405965871743969,-0.3593164,-0.6042101,0.7193584044568244,1.0,-1.791373,0.15212761742678793
Pitpnc1,-1.3785539,-0.07648801,0.1680323512643772,0.5406869387208894,-0.37251335,-0.38465056,0.7095106718447376,1.0,-1.7510672,-1.4267844,-0.3106211,0.15364203780577368,0.6425030671877808,-0.952863,-0.47973156,0.34065951241702985,1.0,-2.3796473,0.15364203780577368
Xpa,-1.4254299,-1.0187051,0.15403294946536775,0.5116698917876267,-0.2863349,-0.2237736,0.7746216372526782,1.0,-1.7117648,-1.0761843,-1.3841048,0.28184484403955123,0.8469197136455348,-0.41511467,-0.8743391,0.6780579501194037,1.0,-1.4912989,0.15403294946536775
Fas,-1.4151964,-1.2162131,0.15701090394969777,0.5166952920024268,0.07196983,-0.17927483,0.9426259201773034,1.0,-1.3432266,-1.1559261,-1.9815264,0.24771140474666486,0.8002799199681696,-0.41020933,-0.89062846,0.6816523891810721,1.0,-1.5661354,0.15701090394969777
N4bp2l1,-1.082112,-0.04288506,0.2792027817006816,0.6893734960077506,0.051583525,-0.19630326,0.9588605477802972,1.0,-1.0305284,-1.410968,-0.8440706,0.1582540818833471,0.6514895666637402,-0.58986753,-0.6464983,0.5552794557735005,1.0,-2.0008354,0.1582540818833471
Man2c1,,,,,,,,,,-1.4004235,-1.8046672,0.1613865291878408,0.659254625022145,-0.29677328,-0.33514333,0.7666396100699805,1.0,-1.6971968,0.1613865291878408
Sertad3,-0.79062176,-0.22026242,0.42916474197156873,0.8278145797737825,-0.27583286,-0.33258945,0.782676446820848,1.0,-1.0664546,-1.3727446,-3.8553548,0.16983176914209364,0.6786691476474004,-0.95654196,-1.3811121,0.33879849519323246,1.0,-2.3292866,0.16983176914209364
Haus1,,,,,,,,,,-1.3687904,-3.2943733,0.1710647933152214,0.6786691476474004,-0.4108225,-0.91283613,0.6812026868810812,1.0,-1.7796129,0.1710647933152214
Trbv26,-1.1441733,-0.8371653,0.25255177638330417,0.6638503836361138,-0.7156828,-0.76576096,0.47418724266639256,1.0,-1.8598561,-1.3622003,-2.3454478,0.17313471233062872,0.681771776526737,-0.7897603,-1.1944628,0.4296677763659035,1.0,-2.1519606,0.17313471233062872
Irf2bpl,-1.2610334,-1.6746846,0.2072967912439989,0.6053678901744793,-0.5671099,-1.1972307,0.5706395301253732,1.0,-1.8281434,-1.3542919,-2.030207,0.17564326063237068,0.6860982875354028,-0.88664085,-1.4171612,0.37527231056041455,1.0,-2.2409327,0.17564326063237068
